,Clm_cnt_Provider_BeneID,Clm_cnt_Provider_AttendingPhysician,Clm_cnt_Provider_OtherPhysician,Clm_cnt_Provider_OperatingPhysician,Clm_cnt_Provider_ClmAdmitDiagnosisCode,Clm_cnt_Provider_ClmDiagnosisCode_9,Clm_cnt_Provider_ClmDiagnosisCode_10,Clm_cnt_Provider_DiagnosisGroupCode,Clm_cnt_Provider_BeneID_AttendingPhysician_ClmAdmitDiagnosisCode,Clm_cnt_Provider_BeneID_AttendingPhysician_ClmProcedureCode_1,Clm_cnt_Provider_BeneID_AttendingPhysician_ClmProcedureCode_2,Clm_cnt_Provider_BeneID_AttendingPhysician_ClmProcedureCode_3,Clm_cnt_Provider_BeneID_AttendingPhysician_ClmDiagnosisCode_1,Clm_cnt_Provider_BeneID_AttendingPhysician_ClmDiagnosisCode_9,Clm_cnt_Provider_BeneID_AttendingPhysician_ClmDiagnosisCode_10,Clm_cnt_Provider_BeneID_AttendingPhysician_DiagnosisGroupCode,Clm_cnt_Provider_BeneID_OtherPhysician_ClmAdmitDiagnosisCode,Clm_cnt_Provider_BeneID_OtherPhysician_ClmProcedureCode_1,Clm_cnt_Provider_BeneID_OtherPhysician_ClmProcedureCode_2,Clm_cnt_Provider_BeneID_OtherPhysician_ClmProcedureCode_3,Clm_cnt_Provider_BeneID_OperatingPhysician_ClmProcedureCode_1,Clm_cnt_Provider_BeneID_OperatingPhysician_ClmProcedureCode_2,Clm_cnt_Provider_BeneID_OperatingPhysician_ClmProcedureCode_3,Clm_cnt_Provider_BeneID_OperatingPhysician_ClmDiagnosisCode_9,Clm_cnt_Provider_BeneID_OperatingPhysician_ClmDiagnosisCode_10,Clm_cnt_Provider_BeneID_OperatingPhysician_DiagnosisGroupCode,Clm_cnt_Provider_BeneID_ClmDiagnosisCode_10_ClmProcedureCode_3,PRV_TotalDeductibleAmtPaid,PRV_TotalInscClaimAmtReimbursed,PRV_TotalAdmit_Period,Prv_unq_cnt_DiagnosisGroupCode,Is_admit
Clm_cnt_Provider_BeneID_AttendingPhysician_ClmProcedureCode_2,0.2896869911272567,0.28969071497041227,0.22532159002386093,0.4509122850662684,0.5354859376102383,0.8852538202088769,0.8814578083703675,0.965114396,0.5365598227042243,0.9695830066918467,1,0.8464279401046567,0.29153968239227324,0.8852353780306306,0.881120429,0.9651112939024385,0.4346233808627233,0.6620629890974876,0.6398171200852527,0.38355221421347646,0.9696698896776698,0.9999918970776421,0.8462973056086538,0.9129156161654439,0.8766106895991944,0.9695195056891501,0.53412641,0.9645433369290436,0.9309183197909864,0.9632818194655253,0.9562331603934734,0.9651143959858381
Clm_cnt_Provider_BeneID_AttendingPhysician_ClmProcedureCode_3,0.2579591223812156,0.25792517247772134,0.20049783779935285,0.3947608576118486,0.4656315972471354,0.7551147913693924,0.7457913255804607,0.8210652647742445,0.4665204521781752,0.8217447987206198,0.8464279401046567,1,0.25955668860593467,0.7549550920892691,0.7453087463637101,0.8209198101683307,0.35306978,0.49708778287277705,0.46479574685666725,0.45061434492163704,0.8218490187326865,0.8463775170053708,0.9998192161927695,0.7760147868012133,0.7429710988691696,0.8220500169523199,0.5703198077391674,0.821386887,0.7962073433551216,0.8203278243476673,0.8102160835235079,0.8210652647742445
Clm_cnt_Provider_BeneID_AttendingPhysician_ClmDiagnosisCode_1,0.9999820090692177,0.9999841642289432,0.9857380403310768,0.9811516681693102,0.9581659861051901,0.6437192505493446,0.4876588702334438,0.2931244757681172,0.9577725281286219,0.3006500985599238,0.29153968239227324,0.25955668860593467,1,0.6435692697969957,0.4877028807532609,0.293305722,0.9049495227071023,0.2383912715265639,0.18959622818437838,0.11278598929162773,0.3005113935251737,0.2915808435497926,0.259730333,0.5753486745426262,0.42213271894545945,0.2941501485170561,0.16166333510436856,0.3211998872705837,0.544125342,0.29254758663853603,0.289723166,0.2931244757681172
Clm_cnt_Provider_BeneID_AttendingPhysician_ClmDiagnosisCode_9,0.6420059473877074,0.6420056316075259,0.5840113947318674,0.7657466071928739,0.8270634537755159,0.9999772864543713,0.9296732110305224,0.9122370181421706,0.8278163926863346,0.9119022254821233,0.8852353780306306,0.7549550920892691,0.6435692697969957,1,0.9295079603845915,0.9123194150214186,0.7124185297239657,0.6156484505329726,0.5403408547230159,0.32323436968780767,0.9118337946848757,0.8852643722682758,0.7550130212527104,0.9881777737834628,0.8953220580441056,0.9094824404979795,0.473416124,0.92329991,0.9799251023468913,0.9085973898603429,0.9063690989079913,0.9122370181421706
Clm_cnt_Provider_BeneID_AttendingPhysician_ClmDiagnosisCode_10,0.4860953601416426,0.48611072025520413,0.4285755264384642,0.6211906676739106,0.6887243382204791,0.9293499354456501,0.99998642,0.9088020277930785,0.6896909921221348,0.9086950784240205,0.881120429,0.7453087463637101,0.4877028807532609,0.9295079603845915,1,0.9089548872523224,0.5789059828445259,0.6027566913126284,0.5240711936178569,0.31834642508567473,0.9085992113555161,0.8811485256734966,0.7453598699627244,0.9312936712042947,0.9690515871253794,0.9075009304731805,0.5111315028198555,0.9150444794709975,0.9331977363291406,0.9045079351438889,0.9065057517149557,0.9088020277930785
Clm_cnt_Provider_BeneID_AttendingPhysician_DiagnosisGroupCode,0.2913889803282723,0.291381464,0.2247187549318596,0.45659445484103744,0.5467805254416972,0.9122345188419204,0.909199687,0.9999817371498497,0.5479026061120448,0.9944245314351319,0.9651112939024385,0.8209198101683307,0.293305722,0.9123194150214186,0.9089548872523224,1,0.4293849627232696,0.6471757669459028,0.579001673,0.35170308496323227,0.994415133,0.9651143130182098,0.820846864,0.9344642266260713,0.8997062836586698,0.9949777954815703,0.5102866337309911,0.9993793953049133,0.9542732189687779,0.993803195,0.993322934,0.9999817371498497
Clm_cnt_Provider_BeneID_OtherPhysician_ClmAdmitDiagnosisCode,0.9046281963309384,0.9046661494579915,0.9092504262612571,0.9198925148643952,0.9202345451845065,0.7125054621974755,0.5787901726320358,0.4291301605736644,0.920153982,0.43833789187792704,0.4346233808627233,0.35306978,0.9049495227071023,0.7124185297239657,0.5789059828445259,0.4293849627232696,1,0.5543312019870985,0.47200024905051874,0.2954783076865781,0.4382206186516108,0.4345655409240043,0.35274931178509933,0.6615869848255059,0.5300453089596875,0.4320958743646128,0.21755573615866655,0.45251053987067613,0.6418546663425745,0.4334396015926095,0.4255278354271998,0.4291301605736644
Clm_cnt_Provider_BeneID_OtherPhysician_ClmProcedureCode_1,0.2370956792528626,0.2371721737444533,0.218936215,0.34314982784631626,0.39811397788242353,0.6154504640752027,0.6025800653843226,0.6468272289997079,0.3989181736922093,0.6592145086039006,0.6620629890974876,0.49708778287277705,0.2383912715265639,0.6156484505329726,0.6027566913126284,0.6471757669459028,0.5543312019870985,1,0.8858101711182728,0.565309067,0.6591757073302968,0.6619053629149417,0.4962517096232457,0.6375040155805846,0.6133425618278603,0.6561641791950521,0.3075397118755659,0.6468285078942264,0.6492992067732011,0.6575081683792873,0.6457952051210575,0.6468272289997079
Clm_cnt_Provider_BeneID_OtherPhysician_ClmProcedureCode_2,0.18842055425145485,0.18851487117795637,0.1709953322148948,0.2843092519157815,0.3354602543457159,0.5402578214511667,0.5239182991541362,0.5787235212868165,0.33621455978917114,0.5874561317664322,0.6398171200852527,0.46479574685666725,0.18959622818437838,0.5403408547230159,0.5240711936178569,0.579001673,0.47200024905051874,0.8858101711182728,1,0.6144216351015079,0.5875369912675765,0.6396156007381903,0.4637479300661017,0.5584932591594512,0.5283720020726396,0.5856418931794581,0.2938489448571079,0.5780464,0.5758897493814604,0.5874050242998602,0.5669640252761555,0.5787235212868165
Clm_cnt_Provider_BeneID_OtherPhysician_ClmProcedureCode_3,0.11227393622076887,0.11230909515701261,0.10217408282451905,0.1700206147249772,0.20216204989918687,0.32331176013336127,0.318252233,0.35150879061654444,0.20272517797132633,0.35597807014771904,0.38355221421347646,0.45061434492163704,0.11278598929162773,0.32323436968780767,0.31834642508567473,0.35170308496323227,0.2954783076865781,0.565309067,0.6144216351015079,1,0.35565962665419515,0.3830476216953363,0.44825535900343905,0.3332447840545791,0.331581696,0.3533288338144855,0.24074586464819112,0.3509433077413198,0.34839346837612034,0.3564673219511656,0.3498623007442246,0.35150879061654455
Clm_cnt_Provider_BeneID_OperatingPhysician_ClmProcedureCode_1,0.2986156527094267,0.2986077303689753,0.2319990548433786,0.46493843432810666,0.5515941537252987,0.9117939173179322,0.908872853,0.9943911716988159,0.5526935436794082,0.9999880009234949,0.9696698896776698,0.8218490187326865,0.3005113935251737,0.9118337946848757,0.9085992113555161,0.994415133,0.4382206186516108,0.6591757073302968,0.5875369912675765,0.35565962665419515,1,0.9696843901384317,0.8218284912233622,0.9417692427464176,0.9059270919806495,0.9995113763175428,0.5146748552819852,0.9939288499572578,0.9552397250281554,0.9901359402820734,0.9881007676857652,0.9943911716988159
Clm_cnt_Provider_BeneID_OperatingPhysician_ClmProcedureCode_2,0.289728163,0.28973186110951976,0.22535529304607735,0.4509546008144546,0.5355225695667288,0.8852829959068008,0.8814859616895246,0.9651177220327997,0.5365963173923525,0.9695934914183391,0.9999918970776421,0.8463775170053708,0.2915808435497926,0.8852643722682758,0.8811485256734966,0.9651143130182098,0.4345655409240043,0.6619053629149417,0.6396156007381903,0.3830476216953363,0.9696843901384317,1,0.8463234221721392,0.9129483223818028,0.8766012743818151,0.9695367803818774,0.5338819901793357,0.9645476010919127,0.9309341483096034,0.9632941435291826,0.956224777,0.9651177220327998
Clm_cnt_Provider_BeneID_OperatingPhysician_ClmProcedureCode_3,0.2581329756480992,0.258098885,0.20064092475915898,0.3949253845729361,0.4657611202423787,0.7551736449880858,0.7458427778810978,0.8209938368377913,0.4666492178939993,0.8217052934089975,0.8462973056086538,0.9998192161927695,0.259730333,0.7550130212527104,0.7453598699627244,0.820846864,0.35274931178509933,0.4962517096232457,0.4637479300661017,0.44825535900343905,0.8218284912233622,0.8463234221721392,1,0.7760865625722405,0.7428461306124652,0.822042766,0.5691723194123174,0.8213203281768836,0.7962000920223583,0.8202994632503652,0.8100885655319041,0.8209938368377913
Clm_cnt_Provider_BeneID_OperatingPhysician_ClmDiagnosisCode_9,0.5736908070343412,0.5736906934494664,0.513649505,0.709901928,0.7740220443497359,0.98816782,0.9314885199448948,0.9344093742475864,0.7748596281168558,0.941812533,0.9129156161654439,0.7760147868012133,0.5753486745426262,0.9881777737834628,0.9312936712042947,0.9344642266260713,0.6615869848255059,0.6375040155805846,0.5584932591594512,0.3332447840545791,0.9417692427464176,0.9129483223818028,0.7760865625722405,1,0.9132500483324889,0.9397738357431648,0.4905008554329153,0.9431731985668863,0.9827311663559825,0.93222265,0.9295198304606429,0.9344093742475864
Clm_cnt_Provider_BeneID_OperatingPhysician_ClmDiagnosisCode_10,0.4204768504062919,0.42048509039669035,0.3646980373079614,0.560565812,0.6281708319416173,0.8952616492810951,0.9690862540738594,0.8996363674710078,0.6291415981250724,0.9060481134356082,0.8766106895991944,0.7429710988691696,0.42213271894545945,0.8953220580441056,0.9690515871253794,0.8997062836586698,0.5300453089596875,0.6133425618278603,0.5283720020726396,0.331581696,0.9059270919806495,0.8766012743818151,0.7428461306124652,0.9132500483324889,1,0.9051448565682615,0.5219615995547591,0.90402269,0.9096274346921848,0.8979993292704171,0.8975882262227683,0.8996363674710078
Clm_cnt_Provider_BeneID_OperatingPhysician_DiagnosisGroupCode,0.29225197849913465,0.2922447041807482,0.22542723153442257,0.45907553128226863,0.5461163243980033,0.9094352582791273,0.9077706826896155,0.9949572628394915,0.5472191516919833,0.9995069727535315,0.9695195056891501,0.8220500169523199,0.2941501485170561,0.9094824404979795,0.9075009304731805,0.9949777954815703,0.4320958743646128,0.6561641791950521,0.5856418931794581,0.3533288338144855,0.9995113763175428,0.9695367803818774,0.822042766,0.9397738357431648,0.9051448565682615,1,0.5150382347495653,0.9943152569456103,0.9534002006723541,0.9905012793547278,0.9888239076588953,0.9949572628394915
Clm_cnt_Provider_BeneID_ClmDiagnosisCode_10_ClmProcedureCode_3,0.16074349501577118,0.1607090153327006,0.13111409418769202,0.24467179530246613,0.28828194704265875,0.47378734886573215,0.5113877169799375,0.5106235315582762,0.2886713123239001,0.5146291030474704,0.53412641,0.5703198077391674,0.16166333510436856,0.473416124,0.5111315028198555,0.5102866337309911,0.21755573615866655,0.3075397118755659,0.2938489448571079,0.24074586464819112,0.5146748552819852,0.5338819901793357,0.5691723194123174,0.4905008554329153,0.5219615995547591,0.5150382347495653,1,0.5103357557681562,0.49313892846212487,0.5133380337423045,0.4908566513118147,0.5106235315582762
PRV_TotalDeductibleAmtPaid,0.3193084730490456,0.3192967994317405,0.2527237348208361,0.4823259089527146,0.5709877820103453,0.9232401348849935,0.915295906,0.9993909257547692,0.5720716728728493,0.9939350051055688,0.9645433369290436,0.821386887,0.3211998872705837,0.92329991,0.9150444794709975,0.9993793953049133,0.45251053987067613,0.6468285078942264,0.5780464,0.3509433077413198,0.9939288499572578,0.9645476010919127,0.8213203281768836,0.9431731985668863,0.90402269,0.9943152569456103,0.5103357557681562,1,0.9618007528324745,0.9930107796402491,0.9927801046636034,0.9993909257547692
PRV_TotalInscClaimAmtReimbursed,0.5424634009322209,0.5424561593484751,0.4803958857873091,0.6815247296572559,0.7524342646111639,0.979891415,0.9333763372660391,0.9541892103506057,0.7533020387024892,0.9553021669159949,0.9309183197909864,0.7962073433551216,0.544125342,0.9799251023468913,0.9331977363291406,0.9542732189687779,0.6418546663425745,0.6492992067732011,0.5758897493814604,0.34839346837612034,0.9552397250281554,0.9309341483096034,0.7962000920223583,0.9827311663559825,0.9096274346921848,0.9534002006723541,0.49313892846212487,0.9618007528324745,1,0.9531904149477334,0.9454412540967803,0.9541892103506058
PRV_TotalAdmit_Period,0.2906493902966653,0.2906435481506437,0.22455267923883004,0.4548316039314861,0.5443840978895751,0.9084934700230591,0.9047075929916286,0.9937699261938737,0.5455055893108327,0.9901575054007646,0.9632818194655253,0.8203278243476673,0.29254758663853603,0.9085973898603429,0.9045079351438889,0.993803195,0.4334396015926095,0.6575081683792873,0.5874050242998602,0.3564673219511656,0.9901359402820734,0.9632941435291826,0.8202994632503652,0.93222265,0.8979993292704171,0.9905012793547278,0.5133380337423045,0.9930107796402491,0.9531904149477334,1,0.9855252255066722,0.9937699261938737
Prv_unq_cnt_DiagnosisGroupCode,0.2878344055113526,0.2878304830992011,0.22154115011557052,0.4521395924399126,0.5414635933024177,0.9062700144689054,0.9067737494632279,0.9933253407334464,0.5425891722522815,0.9881676726913606,0.9562331603934734,0.8102160835235079,0.289723166,0.9063690989079913,0.9065057517149557,0.993322934,0.4255278354271998,0.6457952051210575,0.5669640252761555,0.3498623007442246,0.9881007676857652,0.956224777,0.8100885655319041,0.9295198304606429,0.8975882262227683,0.9888239076588953,0.4908566513118147,0.9927801046636034,0.9454412540967803,0.9855252255066722,1,0.9933253407334464
Is_admit,0.2912116143621338,0.2912009997288925,0.22455000145275694,0.4564218506304437,0.5466185026992059,0.9121766662285166,0.9090485327574869,1,0.5477273554028707,0.9943970318926264,0.9651143959858381,0.8210652647742445,0.2931244757681172,0.9122370181421706,0.9088020277930785,0.9999817371498497,0.4291301605736644,0.6468272289997079,0.5787235212868165,0.35150879061654455,0.9943911716988159,0.9651177220327998,0.8209938368377913,0.9344093742475864,0.8996363674710078,0.9949572628394915,0.5106235315582762,0.9993909257547692,0.9541892103506058,0.9937699261938737,0.9933253407334464,1
